Initialising fast UCB table... done
Time in this step 0.536084
Time in this step 0.570605
Time in this step 0.545951
Time in this step 0.537698
Time in this step 0.533858
Time in this step 0.53693
Time in this step 0.518768
Time in this step 0.514723
Time in this step 0.515202
Time in this step 0.518275
Time in this step 0.510354
Time in this step 0.512028
Time in this step 0.510805
Time in this step 0.517212
Time in this step 0.501882
Time in this step 0.508485
Time in this step 0.500931
Time in this step 0.501844
Time in this step 0.511179
Time in this step 0.496425
Time in this step 0.523714
Time in this step 0.507039
Time in this step 0.489652
Time in this step 0.485847
Time in this step 0.480946
Time in this step 0.480666
Time in this step 0.485725
Time in this step 0.473244
Time in this step 0.494128
Time in this step 0.475952
Time in this step 0.445305
Time in this step 0.464989
Time in this step 0.455974
Time in this step 0.455228
Time in this step 0.45369
Time in this step 0.462746
Time in this step 0.45289
Time in this step 0.444801
Time in this step 0.458462
Time in this step 0.457965
Time in this step 0.45754
Time in this step 0.460235
Time in this step 0.446253
Time in this step 0.434607
Time in this step 0.41763
Time in this step 0.420257
Time in this step 0.416841
Time in this step 0.411132
Time in this step 0.413811
Time in this step 0.42306
Time in this step 0.408327
Time in this step 0.412853
Time in this step 0.412182
Time in this step 0.400711
Time in this step 0.412398
Time in this step 0.399426
Time in this step 0.399755
Time in this step 0.394795
Time in this step 0.391016
Time in this step 0.395267
Time in this step 0.396681
Time in this step 0.411229
Time in this step 0.409569
Time in this step 0.40595
Time in this step 0.40674
Time in this step 0.392367
Time in this step 0.382222
Time in this step 0.377245
Time in this step 0.383565
Time in this step 0.380283
Time in this step 0.371647
Time in this step 0.373064
Time in this step 0.378009
Time in this step 0.37477
Time in this step 0.368858
Time in this step 0.364141
Time in this step 0.364026
Time in this step 0.369737
Time in this step 0.345741
Time in this step 0.340071
Time in this step 0.418378
Time in this step 0.390027
Time in this step 0.390194
Time in this step 0.339842
Time in this step 0.303899
Time in this step 0.312295
Time in this step 0.318941
Time in this step 0.311303
Time in this step 0.309472
Time in this step 0.330316
Time in this step 0.30063
Time in this step 0.294499
Time in this step 0.244481
Time in this step 0.233652
Time in this step 0.235124
Time in this step 0.231638
Time in this step 0.236594
Time in this step 0.216981
Time in this step 0.220649
Time in this step 0.222814
Terminated
Discounted return = 259, average = 124.846
Undiscounted return = 259, average = 124.846
Starting run 14 with 1024 simulations... 
Time in this step 1.19466
Time in this step 1.17046
Time in this step 1.16992
Time in this step 1.15887
Time in this step 1.18317
Time in this step 1.18146
Time in this step 1.15071
Time in this step 1.15395
Time in this step 1.15701
Time in this step 1.15092
Time in this step 1.1408
Time in this step 1.13475
Time in this step 1.13418
Time in this step 1.19562
Time in this step 1.1443
Time in this step 1.14306
Time in this step 1.1358
Time in this step 1.12961
Time in this step 1.12928
Time in this step 1.11632
Time in this step 1.13397
Time in this step 1.1068
Time in this step 1.1731
Time in this step 1.10629
Time in this step 1.09354
Time in this step 1.09974
Time in this step 1.10509
Time in this step 1.10298
Time in this step 1.09406
Time in this step 1.09495
Time in this step 1.09102
Time in this step 1.14149
Time in this step 1.09001
Time in this step 1.09082
Time in this step 1.08026
Time in this step 1.08566
Time in this step 1.08439
Time in this step 1.08451
Time in this step 1.06699
Time in this step 1.08438
Time in this step 1.10151
Time in this step 1.08009
Time in this step 1.07065
Time in this step 1.08376
Time in this step 1.06642
Time in this step 1.05807
Time in this step 1.05134
Time in this step 1.0708
Time in this step 1.04199
Time in this step 1.06404
Time in this step 1.07707
Time in this step 1.03696
Time in this step 1.0528
Time in this step 1.03219
Time in this step 1.03315
Time in this step 1.03677
Time in this step 1.04716
Time in this step 1.0366
Time in this step 1.04463
Time in this step 1.06139
Time in this step 1.05087
Time in this step 1.01394
Time in this step 1.01293
Time in this step 1.01727
Time in this step 1.01413
Time in this step 1.0209
Time in this step 1.01461
Time in this step 1.00312
Time in this step 1.01604
Time in this step 1.03756
Time in this step 1.01567
Time in this step 0.991648
Time in this step 0.988609
Time in this step 0.994823
Time in this step 1.00178
Time in this step 1.00052
Time in this step 0.989759
Time in this step 0.991238
Time in this step 0.985954
Time in this step 0.998745
Time in this step 0.981275
Time in this step 0.974882
Time in this step 0.968996
Time in this step 0.972878
Time in this step 0.968126
Time in this step 0.965076
Time in this step 0.978668
Time in this step 0.961032
Time in this step 0.968677
Time in this step 0.995929
Time in this step 0.96498
Time in this step 0.953084
Time in this step 0.947528
Time in this step 0.949124
Time in this step 0.950085
Time in this step 0.941004
Time in this step 0.942636
Time in this step 0.924864
Time in this step 0.928468
Time in this step 0.951449
Time in this step 0.956503
Time in this step 0.934557
Time in this step 0.927347
Time in this step 0.92659
Time in this step 0.919342
Time in this step 0.920998
Time in this step 0.961098
Time in this step 0.917384
Time in this step 0.917898
Time in this step 0.908518
Time in this step 0.938881
Time in this step 0.914125
Time in this step 0.917581
Time in this step 0.933427
Time in this step 0.962193
Time in this step 0.983764
Time in this step 0.98336
Time in this step 1.04335
Time in this step 0.987004
Time in this step 1.00073
Time in this step 1.00822
Time in this step 1.00545
Time in this step 0.991158
Time in this step 0.969748
Time in this step 0.958364
Time in this step 0.978828
Time in this step 0.966852
Time in this step 0.961708
Time in this step 0.989573
Time in this step 0.984782
Time in this step 0.981151
Time in this step 0.981638
Time in this step 0.992335
Time in this step 0.963618
Time in this step 0.94555
Time in this step 0.936989
Time in this step 0.967897
Time in this step 0.956879
Time in this step 0.94585
Time in this step 0.958816
Time in this step 0.944232
Time in this step 0.956992
Time in this step 0.945047
Time in this step 0.935222
Time in this step 0.916325
Time in this step 0.931509
Time in this step 0.926858
Time in this step 0.911472
Time in this step 0.919443
Time in this step 0.916419
Time in this step 0.913112
Time in this step 0.924642
Time in this step 0.926444
Time in this step 0.911068
Time in this step 0.91291
Time in this step 0.889983
Time in this step 0.896756
Time in this step 0.884186
Time in this step 0.877523
Time in this step 0.872755
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 29, average = 118
Undiscounted return = 29, average = 118
Starting run 15 with 1024 simulations... 
Time in this step 1.2398
Time in this step 1.19615
Time in this step 1.18482
Time in this step 1.14617
Time in this step 1.15713
Time in this step 1.144
Time in this step 1.14395
Time in this step 1.13954
Time in this step 1.15328
Time in this step 1.14876
Time in this step 1.17191
Time in this step 1.15196
Time in this step 1.13221
Time in this step 1.13884
Time in this step 1.13315
Time in this step 1.13193
Time in this step 1.14316
Time in this step 1.12732
Time in this step 1.1348
Time in this step 1.16684
Time in this step 1.12247
Time in this step 1.12536
Time in this step 1.11794
Time in this step 1.11323
Time in this step 1.12269
Time in this step 1.11915
Time in this step 1.10747
Time in this step 1.10891
Time in this step 1.25339
Time in this step 1.25487
Time in this step 1.24534
Time in this step 1.12142
Time in this step 1.10656
Time in this step 1.10047
Time in this step 1.08132
Time in this step 1.11156
Time in this step 1.09092
Time in this step 1.10933
Time in this step 1.0731
Time in this step 1.06292
Time in this step 1.08144
Time in this step 1.06103
Time in this step 1.07695
Time in this step 1.06273
Time in this step 1.05827
Time in this step 1.075
Time in this step 1.16128
Time in this step 1.13414
Time in this step 1.10863
Time in this step 1.14832
Time in this step 1.13312
Time in this step 1.04601
Time in this step 1.02282
Time in this step 1.05337
Time in this step 1.05613
Time in this step 1.09453
Time in this step 1.04807
Time in this step 1.10097
Time in this step 1.1207
Time in this step 1.05059
Time in this step 1.0155
Time in this step 1.02032
Time in this step 1.05042
Time in this step 1.04042
Time in this step 1.04432
Time in this step 1.02792
Time in this step 1.00626
Time in this step 1.00938
Time in this step 1.01136
Time in this step 1.02323
Time in this step 1.00847
Time in this step 0.99368
Time in this step 1.01193
Time in this step 1.00674
Time in this step 1.03136
Time in this step 1.00526
Time in this step 0.990847
Time in this step 0.965333
Time in this step 0.987112
Time in this step 0.984522
Time in this step 0.963964
Time in this step 0.97283
Time in this step 0.961317
Time in this step 0.981494
Time in this step 1.00883
Time in this step 0.983594
Time in this step 0.958938
Time in this step 0.960847
Time in this step 0.943312
Time in this step 0.962252
Time in this step 0.951688
Time in this step 0.966703
Time in this step 0.940832
Time in this step 0.993258
Time in this step 1.08294
Time in this step 1.05054
Time in this step 0.98383
Time in this step 0.932943
Time in this step 0.938589
Time in this step 0.938456
Time in this step 0.926849
Time in this step 0.941796
Time in this step 0.924118
Time in this step 0.91981
Time in this step 0.947098
Time in this step 0.95086
Time in this step 0.913459
Time in this step 0.908054
Time in this step 0.909206
Time in this step 0.903079
Time in this step 0.920137
Time in this step 0.897374
Time in this step 0.915595
Time in this step 0.898604
Time in this step 0.900413
Time in this step 0.97054
Time in this step 0.931267
Time in this step 0.889391
Time in this step 0.890836
Time in this step 0.881322
Time in this step 0.879218
Time in this step 0.893399
Time in this step 0.879035
Time in this step 0.961572
Time in this step 0.90119
Time in this step 0.90062
Time in this step 0.889999
Time in this step 0.985226
Time in this step 0.877737
Time in this step 0.861064
Time in this step 0.871945
Time in this step 0.857877
Time in this step 0.858896
Time in this step 0.872928
Time in this step 0.860366
Time in this step 0.853263
Time in this step 0.856025
Time in this step 0.86148
Time in this step 0.876112
Time in this step 0.857153
Time in this step 0.84038
Time in this step 0.85287
Time in this step 0.838979
Time in this step 0.839287
Time in this step 0.834815
Time in this step 0.841947
Time in this step 0.830416
Time in this step 0.819668
Time in this step 0.821621
Time in this step 0.835261
Time in this step 0.848962
Time in this step 0.869874
Time in this step 0.815952
Time in this step 0.831961
Time in this step 0.803708
Time in this step 0.80326
Time in this step 0.843266
Time in this step 0.808236
Time in this step 0.803777
Time in this step 0.79679
Time in this step 0.798887
Time in this step 0.816334
Time in this step 0.826359
Time in this step 0.81566
Time in this step 0.783539
Time in this step 0.787799
Time in this step 0.778241
Time in this step 0.876301
Time in this step 0.778746
Time in this step 0.788398
Time in this step 0.771286
Time in this step 0.774076
Time in this step 0.77027
Time in this step 0.768316
Time in this step 0.813588
Time in this step 0.790456
Time in this step 0.780708
Time in this step 0.761397
Time in this step 0.747959
Time in this step 0.747191
Time in this step 0.753044
Time in this step 0.750608
Time in this step 0.759293
Time in this step 0.751463
Time in this step 0.746178
Time in this step 0.750101
Time in this step 0.73762
Time in this step 0.750874
Time in this step 0.76152
Time in this step 0.758286
Time in this step 0.731516
Time in this step 0.731128
Time in this step 0.727463
Time in this step 0.72275
Time in this step 0.717613
Time in this step 0.72103
Time in this step 0.7251
Time in this step 0.716523
Time in this step 0.716966
Time in this step 0.705595
Time in this step 0.72094
Time in this step 0.725748
Time in this step 0.726656
Time in this step 0.705655
Time in this step 0.695125
Time in this step 0.693012
Time in this step 0.699908
Time in this step 0.692245
Time in this step 0.695631
Time in this step 0.689272
Time in this step 0.702785
Time in this step 0.689681
Time in this step 0.685685
Time in this step 0.678644
Time in this step 0.669238
Time in this step 0.712929
Time in this step 0.701143
Time in this step 0.673426
Time in this step 0.668797
Time in this step 0.669062
Time in this step 0.659205
Time in this step 0.660986
Time in this step 0.658557
Time in this step 0.660497
Time in this step 0.653127
Time in this step 0.650141
Time in this step 0.662458
Time in this step 0.648889
Time in this step 0.64456
Time in this step 0.641361
Time in this step 0.668479
Time in this step 0.661844
Time in this step 0.651138
Time in this step 0.649284
Time in this step 0.630621
Time in this step 0.640045
Time in this step 0.641462
Time in this step 0.631765
Time in this step 0.627454
Time in this step 0.626983
Time in this step 0.668034
Time in this step 0.673797
Time in this step 0.633923
Time in this step 0.624692
Time in this step 0.657675
Time in this step 0.627139
Time in this step 0.625017
Time in this step 0.608453
Time in this step 0.595714
Time in this step 0.60743
Time in this step 0.598458
Time in this step 0.597052
Time in this step 0.600861
Time in this step 0.594831
Time in this step 0.591565
Time in this step 0.586659
Time in this step 0.581113
Time in this step 0.581061
Time in this step 0.591607
Time in this step 0.577597
Time in this step 0.572237
Time in this step 0.579224
Time in this step 0.594109
Time in this step 0.596024
Time in this step 0.578674
Time in this step 0.563215
Time in this step 0.560818
Time in this step 0.571795
Time in this step 0.556998
Time in this step 0.554968
Time in this step 0.55393
Time in this step 0.545292
Time in this step 0.549494
Time in this step 0.563716
Time in this step 0.547435
Time in this step 0.534209
Time in this step 0.549857
Time in this step 0.533141
Time in this step 0.53432
Time in this step 0.541797
Time in this step 0.546957
Time in this step 0.545927
Time in this step 0.539829
Time in this step 0.524118
Time in this step 0.519491
Time in this step 0.530211
Time in this step 0.519941
Time in this step 0.513119
Time in this step 0.510526
Time in this step 0.512311
Time in this step 0.506939
Time in this step 0.5078
Time in this step 0.513477
Time in this step 0.503311
Time in this step 0.501687
Time in this step 0.507718
Time in this step 0.49722
Time in this step 0.491381
Time in this step 0.494965
Time in this step 0.51322
Time in this step 0.504234
Time in this step 0.491496
Time in this step 0.480009
Time in this step 0.479295
Time in this step 0.465389
Time in this step 0.481462
Time in this step 0.471154
Time in this step 0.470668
Time in this step 0.472651
Time in this step 0.463305
Time in this step 0.47047
Time in this step 0.463392
Time in this step 0.48374
Time in this step 0.458041
Time in this step 0.462618
Time in this step 0.463684
Time in this step 0.454222
Time in this step 0.454018
Time in this step 0.50423
Time in this step 0.488065
Time in this step 0.466334
Time in this step 0.461161
Time in this step 0.435344
Time in this step 0.440806
Time in this step 0.432554
Time in this step 0.437441
Time in this step 0.443428
Time in this step 0.428471
Time in this step 0.437652
Time in this step 0.430669
Time in this step 0.428272
Time in this step 0.419771
Time in this step 0.429419
Time in this step 0.424569
Time in this step 0.419171
Time in this step 0.414962
Time in this step 0.418528
Time in this step 0.413797
Time in this step 0.427827
Time in this step 0.409071
Time in this step 0.404879
Time in this step 0.407642
Time in this step 0.418762
Time in this step 0.415471
Time in this step 0.417389
Time in this step 0.391663
Time in this step 0.42516
Time in this step 0.390777
Time in this step 0.388399
Time in this step 0.386603
Time in this step 0.394308
Time in this step 0.38835
Time in this step 0.379505
Time in this step 0.380202
Time in this step 0.380133
Time in this step 0.379451
Time in this step 0.379558
Time in this step 0.3714
Time in this step 0.37416
Time in this step 0.367276
Time in this step 0.366135
Time in this step 0.363448
Time in this step 0.366049
Time in this step 0.386033
Time in this step 0.370819
Time in this step 0.356715
Time in this step 0.361629
Time in this step 0.377884
Time in this step 0.358593
Time in this step 0.369123
Time in this step 0.364197
Time in this step 0.34901
Time in this step 0.353289
Time in this step 0.34023
Time in this step 0.354285
Time in this step 0.342569
Time in this step 0.336044
Time in this step 0.347881
Time in this step 0.339253
Time in this step 0.337734
Time in this step 0.333441
Time in this step 0.327138
Time in this step 0.328408
Time in this step 0.331754
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 21, average = 111.533
Undiscounted return = 21, average = 111.533
Simulations = 1024
Runs = 15
Undiscounted return = 111.533 +- 20.9906
Discounted return = 111.533 +- 20.9906
Time = 276.259
Starting run 1 with 2048 simulations... 
Time in this step 2.34865
Time in this step 2.40564
Time in this step 2.35047
Time in this step 2.33874
Time in this step 2.30421
Time in this step 2.58826
Time in this step 2.55578
Time in this step 2.5591
Time in this step 2.52214
Time in this step 2.57397
Time in this step 2.49181
Time in this step 2.50073
Time in this step 2.4828
Time in this step 2.52437
Time in this step 2.47019
Time in this step 2.4671
Time in this step 2.47024
Time in this step 2.52583
Time in this step 2.47149
Time in this step 2.51544
Time in this step 2.4241
Time in this step 2.50594
Time in this step 2.42194
Time in this step 2.45331
Time in this step 2.43301
Time in this step 2.44773
Time in this step 2.42398
Time in this step 2.42733
Time in this step 2.36778
Time in this step 2.42032
Time in this step 2.41575
Time in this step 2.36592
Time in this step 2.41779
Time in this step 2.35544
Time in this step 2.42838
Time in this step 2.35906
Time in this step 2.38797
Time in this step 2.37739
Time in this step 2.44811
Time in this step 2.32139
Time in this step 2.33452
Time in this step 2.34432
Time in this step 2.39376
Time in this step 2.15677
Time in this step 2.22006
Time in this step 2.11871
Time in this step 2.12685
Time in this step 2.15341
Time in this step 2.09113
Time in this step 2.10387
Time in this step 2.08037
Time in this step 2.10947
Time in this step 2.11933
Time in this step 2.07487
Time in this step 2.07814
Time in this step 2.07226
Time in this step 2.12045
Time in this step 2.06784
Time in this step 2.03478
Time in this step 2.26535
Time in this step 2.31092
Time in this step 2.18931
Time in this step 2.03363
Time in this step 2.0399
Time in this step 2.05595
Time in this step 2.04852
Time in this step 2.0567
Time in this step 2.01395
Time in this step 2.02187
Time in this step 2.00024
Time in this step 2.02878
Time in this step 2.04294
Time in this step 1.98242
Time in this step 1.99915
Time in this step 1.97988
Time in this step 2.00603
Time in this step 2.02112
Time in this step 1.95743
Time in this step 1.94979
Time in this step 2.00298
Time in this step 2.21325
Time in this step 1.97565
Time in this step 1.93818
Time in this step 1.92934
Time in this step 1.93737
Time in this step 2.27541
Time in this step 1.98322
Time in this step 1.9068
Time in this step 1.91656
Time in this step 1.91769
Time in this step 1.91762
Time in this step 1.9051
Time in this step 1.90089
Time in this step 1.8876
Time in this step 1.88849
Time in this step 1.90546
Time in this step 1.89601
Time in this step 1.87849
Time in this step 1.86526
Time in this step 1.85678
Time in this step 1.85709
Time in this step 1.91216
Time in this step 1.86412
Time in this step 1.84363
Time in this step 1.82377
Time in this step 1.83685
Time in this step 1.86713
Time in this step 1.85174
Time in this step 1.82313
Time in this step 1.81411
Time in this step 1.79239
Time in this step 1.82623
Time in this step 1.82433
Time in this step 1.81448
Time in this step 1.79455
Time in this step 1.78947
Time in this step 1.78567
Time in this step 1.82984
Time in this step 1.76653
Time in this step 1.78603
Time in this step 1.77481
Time in this step 1.75464
Time in this step 1.77729
Time in this step 1.79886
Time in this step 1.74662
Time in this step 1.75048
Time in this step 1.77185
Time in this step 1.73054
Time in this step 1.77123
Time in this step 1.74615
Time in this step 1.72651
Time in this step 1.72
Time in this step 1.69062
Time in this step 1.69715
Time in this step 1.75868
Time in this step 1.71023
Time in this step 1.69595
Time in this step 1.67931
Time in this step 1.66948
Time in this step 1.70253
Time in this step 1.72099
Time in this step 1.66526
Time in this step 1.66803
Time in this step 1.6622
Time in this step 1.64192
Time in this step 1.67825
Time in this step 1.71078
Time in this step 1.63686
Time in this step 1.6336
Time in this step 1.62752
Time in this step 1.62034
Time in this step 1.63984
Time in this step 1.69994
Time in this step 1.61192
Time in this step 1.63837
Time in this step 1.67989
Time in this step 1.59732
Time in this step 1.6015
Time in this step 1.6585
Time in this step 1.59535
Time in this step 1.58109
Time in this step 1.59296
Time in this step 1.56279
Time in this step 1.5668
Time in this step 1.62312
Time in this step 1.55346
Time in this step 1.54221
Time in this step 1.56613
Time in this step 1.55468
Time in this step 1.53259
Time in this step 1.56554
Time in this step 1.56463
Time in this step 1.53272
Time in this step 1.52186
Time in this step 1.5457
Time in this step 1.51519
Time in this step 1.51637
Time in this step 1.54863
Time in this step 1.51755
Time in this step 1.49223
Time in this step 1.48931
Time in this step 1.4996
Time in this step 1.47468
Time in this step 1.52593
Time in this step 1.50351
Time in this step 1.4553
Time in this step 1.46401
Time in this step 1.46949
Time in this step 1.45874
Time in this step 1.44571
Time in this step 1.54328
Time in this step 1.4549
Time in this step 1.43104
Time in this step 1.41965
Time in this step 1.44974
Time in this step 1.40894
Time in this step 1.42918
Time in this step 1.4483
Time in this step 1.43229
Time in this step 1.41073
Time in this step 1.40936
Time in this step 1.42172
Time in this step 1.38856
Time in this step 1.38463
Time in this step 1.42735
Time in this step 1.40927
Time in this step 1.3699
Time in this step 1.36061
Time in this step 1.36747
Time in this step 1.36809
Time in this step 1.35638
Time in this step 1.37499
Time in this step 1.40592
Time in this step 1.35169
Time in this step 1.34824
Time in this step 1.3279
Time in this step 1.34617
Time in this step 1.33662
Time in this step 1.34773
Time in this step 1.34359
Time in this step 1.33484
Time in this step 1.31334
Time in this step 1.30021
Time in this step 1.31194
Time in this step 1.29514
Time in this step 1.28257
Time in this step 1.32877
Time in this step 1.28561
Time in this step 1.27908
Time in this step 1.27828
Time in this step 1.27272
Time in this step 1.26377
Time in this step 1.26582
Time in this step 1.26207
Time in this step 1.30262
Time in this step 1.2448
Time in this step 1.2382
Time in this step 1.23692
Time in this step 1.22648
Time in this step 1.3591
Time in this step 1.22036
Time in this step 1.24055
Time in this step 1.26106
Time in this step 1.23563
Time in this step 1.20513
Time in this step 1.21651
Time in this step 1.22394
Time in this step 1.19427
Time in this step 1.21452
Time in this step 1.19744
Time in this step 1.22608
Time in this step 1.19583
Time in this step 1.18615
Time in this step 1.14654
Time in this step 1.16009
Time in this step 1.16279
Time in this step 1.14876
Time in this step 1.16291
Time in this step 1.19815
Time in this step 1.12349
Time in this step 1.16436
Time in this step 1.1298
Time in this step 1.13355
Time in this step 1.12713
Time in this step 1.12189
Time in this step 1.12877
Time in this step 1.13859
Time in this step 1.09968
Time in this step 1.1029
Time in this step 1.17518
Time in this step 1.07988
Time in this step 1.08133
Time in this step 1.07003
Time in this step 1.09123
Time in this step 1.06557
Time in this step 1.09569
Time in this step 1.05202
Time in this step 1.03924
Time in this step 1.04817
Time in this step 1.04203
Time in this step 1.02948
Time in this step 1.04744
Time in this step 1.03317
Time in this step 1.03397
Time in this step 1.04373
Time in this step 1.03869
Time in this step 1.01458
Time in this step 1.00773
Time in this step 1.00037
Time in this step 0.99401
Time in this step 1.00552
Time in this step 0.988768
Time in this step 1.00408
Time in this step 0.987364
Time in this step 1.00396
Time in this step 0.953651
Time in this step 0.970642
Time in this step 0.969121
Time in this step 0.941775
Time in this step 0.951283
Time in this step 0.957164
Time in this step 0.938776
Time in this step 0.940948
Time in this step 0.95049
Time in this step 0.945436
Time in this step 0.934842
Time in this step 0.907242
Time in this step 0.921797
Time in this step 0.892169
Time in this step 0.862744
Time in this step 0.851342
Time in this step 0.868291
Time in this step 0.87032
Time in this step 0.860232
Time in this step 0.899961
Time in this step 0.902652
Time in this step 0.903199
Time in this step 0.897483
Time in this step 0.895695
Time in this step 0.912495
Time in this step 0.91471
Time in this step 0.925923
Time in this step 0.907105
Time in this step 0.879262
Time in this step 0.902087
Time in this step 0.824342
Time in this step 0.833017
Time in this step 0.833767
Time in this step 0.814997
Time in this step 0.783781
Time in this step 0.787458
Time in this step 0.728804
Time in this step 0.572253
Terminated
Discounted return = 292, average = 292
Undiscounted return = 292, average = 292
Starting run 2 with 2048 simulations... 
Time in this step 2.59837
Time in this step 2.58356
Time in this step 2.59341
Time in this step 2.57285
Time in this step 2.58463
Time in this step 2.59047
Time in this step 2.60448
Time in this step 2.46716
Time in this step 2.30907
Time in this step 2.35969
Time in this step 2.35628
Time in this step 2.26984
Time in this step 2.27596
Time in this step 2.26892
Time in this step 2.28913
Time in this step 2.28622
Time in this step 2.25429
Time in this step 2.22466
Time in this step 2.23048
Time in this step 2.2921
Time in this step 2.22679
Time in this step 2.2312
Time in this step 2.2005
Time in this step 2.2767
Time in this step 2.20811
Time in this step 2.20611
Time in this step 2.21072
Time in this step 2.19399
Time in this step 2.23692
Time in this step 2.17698
Time in this step 2.18915
Time in this step 2.1696
Time in this step 2.2208
Time in this step 2.18286
Time in this step 2.17006
Time in this step 2.17703
Time in this step 2.14928
Time in this step 2.21757
Time in this step 2.1374
Time in this step 2.12459
Time in this step 2.13393
Time in this step 2.13836
Time in this step 2.16301
Time in this step 2.11695
Time in this step 2.12757
Time in this step 2.11197
Time in this step 2.16975
Time in this step 2.1025
Time in this step 2.09053
Time in this step 2.10224
Time in this step 2.09432
Time in this step 2.13006
Time in this step 2.17818
Time in this step 2.0978
Time in this step 2.079
Time in this step 2.07415
Time in this step 2.08893
Time in this step 2.23034
Time in this step 2.04376
Time in this step 2.0717
Time in this step 2.07164
Time in this step 2.01861
Time in this step 2.02902
Time in this step 2.01911
Time in this step 2.03746
Time in this step 2.07806
Time in this step 2.00937
Time in this step 2.01364
Time in this step 2.0052
Time in this step 1.99218
Time in this step 2.04761
Time in this step 1.99774
Time in this step 1.99306
Time in this step 1.97993
Time in this step 1.97625
Time in this step 2.03891
Time in this step 2.13388
Time in this step 2.04857
Time in this step 1.98397
Time in this step 1.95345
Time in this step 1.9737
Time in this step 1.96459
Time in this step 1.93013
Time in this step 1.92285
Time in this step 1.9362
Time in this step 1.98451
Time in this step 1.91627
Time in this step 1.93132
Time in this step 2.05173
Time in this step 2.03531
Time in this step 1.93848
Time in this step 1.94915
Time in this step 1.89464
Time in this step 1.89404
Time in this step 1.89429
Time in this step 1.91658
Time in this step 1.87339
Time in this step 1.8762
Time in this step 1.87744
Time in this step 1.8677
Time in this step 1.90416
Time in this step 1.86132
Time in this step 1.84661
Time in this step 1.86873
Time in this step 1.83418
Time in this step 1.84501
Time in this step 1.87239
Time in this step 1.81449
Time in this step 1.84092
Time in this step 1.80459
Time in this step 1.80413
Time in this step 1.87033
Time in this step 1.7891
Time in this step 1.79346
Time in this step 1.76427
Time in this step 1.78391
Time in this step 1.8187
Time in this step 1.73774
Time in this step 1.77494
Time in this step 1.79105
Time in this step 1.75897
Time in this step 1.74257
Time in this step 1.78026
Time in this step 1.74915
Time in this step 1.7654
Time in this step 1.7517
Time in this step 1.73444
Time in this step 1.87033
Time in this step 1.73535
Time in this step 1.70576
Time in this step 1.70408
Time in this step 1.69941
Time in this step 1.69407
Time in this step 1.74265
Time in this step 1.6851
Time in this step 1.66206
Time in this step 1.71818
Time in this step 1.85325
Time in this step 1.71922
Time in this step 1.72361
Time in this step 1.64368
Time in this step 1.6623
Time in this step 1.64497
Time in this step 1.64454
Time in this step 1.6386
Time in this step 1.6805
Time in this step 1.6139
Time in this step 1.62521
Time in this step 1.62051
Time in this step 1.61428
Time in this step 1.60853
Time in this step 1.6697
Time in this step 1.58843
Time in this step 1.58956
Time in this step 1.59697
Time in this step 1.59355
Time in this step 1.57333
Time in this step 1.59798
Time in this step 1.58531
Time in this step 1.56228
Time in this step 1.58323
Time in this step 1.56174
Time in this step 1.54753
Time in this step 1.55183
Time in this step 1.57117
Time in this step 1.53297
Time in this step 1.52991
Time in this step 1.53476
Time in this step 1.51678
Time in this step 1.51107
Time in this step 1.579
Time in this step 1.51633
Time in this step 1.49562
Time in this step 1.50542
Time in this step 1.50699
Time in this step 1.47991
Time in this step 1.54048
Time in this step 1.51758
Time in this step 1.46379
Time in this step 1.46447
Time in this step 1.46922
Time in this step 1.45583
Time in this step 1.45097
Time in this step 1.4661
Time in this step 1.47752
Time in this step 1.42895
Time in this step 1.43833
Time in this step 1.41723
Time in this step 1.44513
Time in this step 1.41816
Time in this step 1.46139
Time in this step 1.43552
Time in this step 1.39811
Time in this step 1.39537
Time in this step 1.40842
Time in this step 1.41593
Time in this step 1.39623
Time in this step 1.4235
Time in this step 1.40761
Out of particles, finishing episode with SelectRandom
Terminated
Discounted return = 61, average = 176.5
Undiscounted return = 61, average = 176.5
Starting run 3 with 2048 simulations... 
Time in this step 2.36131
Time in this step 2.35597
Time in this step 2.30834
Time in this step 2.37053
Time in this step 2.31331
Time in this step 2.283
Time in this step 2.29913
Time in this step 2.35521
Time in this step 2.30113
Time in this step 2.26974
Time in this step 2.29667
Time in this step 2.29335
Time in this step 2.27775
Time in this step 2.24515
Time in this step 2.2839
Time in this step 2.26456
Time in this step 2.30416
Time in this step 2.23481
Time in this step 2.25137
Time in this step 2.24384
Time in this step 2.2727
Time in this step 2.21733
Time in this step 2.1976
Time in this step 2.19127
Time in this step 2.23233
Time in this step 2.2209
Time in this step 2.20055
Time in this step 2.19476
Time in this step 2.19252
Time in this step 2.30008
Time in this step 2.1681
Time in this step 2.17725
Time in this step 2.16422
Time in this step 2.18505
Time in this step 2.19546
Time in this step 2.17417
Time in this step 2.1285
Time in this step 2.12939
Time in this step 2.17111
Time in this step 2.13016
Time in this step 2.13194
Time in this step 2.119
Time in this step 2.11155
Time in this step 2.15879
Time in this step 2.09812
Time in this step 2.10619
Time in this step 2.0884
Time in this step 2.2336
Time in this step 2.13519
Time in this step 2.08516
Time in this step 2.16491
Time in this step 2.10092
Time in this step 2.18733
Time in this step 2.09402
Time in this step 2.0852
Time in this step 2.08345
Time in this step 2.06416
Time in this step 2.12203
Time in this step 2.04714
Time in this step 2.04609
